RK,TEAM,DATE,SEASON
1,Minnesota,2009-03-02,2009
2,Wisconsin,2009-03-02,2009
3,Mercyhurst,2009-03-02,2009
3,Minnesota Duluth,2009-03-02,2009
5,New Hampshire,2009-03-02,2009
6,Boston College,2009-03-02,2009
7,Harvard,2009-03-02,2009
8,St. Lawrence,2009-03-02,2009
9,Dartmouth,2009-03-02,2009
10,Boston University,2009-03-02,2009
11,Princeton,2009-03-02,2009
12,Colgate,2009-03-02,2009
12,Rensselaer,2009-03-02,2009
12,Wayne State,2009-03-02,2009
1,Wisconsin,2009-03-09,2009
2,Minnesota,2009-03-09,2009
3,Mercyhurst,2009-03-09,2009
4,New Hampshire,2009-03-09,2009
5,Minnesota Duluth,2009-03-09,2009
6,Boston College,2009-03-09,2009
7,Dartmouth,2009-03-09,2009
8,St. Lawrence,2009-03-09,2009
9,Harvard,2009-03-09,2009
10,Boston University,2009-03-09,2009
11,Rensselaer,2009-03-09,2009
12,Princeton,2009-03-09,2009
13,Wayne State,2009-03-09,2009
1,Mercyhurst,2009-10-05,2010
2,Minnesota,2009-10-05,2010
3,New Hampshire,2009-10-05,2010
4,Wisconsin,2009-10-05,2010
5,St. Lawrence,2009-10-05,2010
6,Minnesota Duluth,2009-10-05,2010
7,Clarkson,2009-10-05,2010
8,Dartmouth,2009-10-05,2010
9,Harvard,2009-10-05,2010
10,Boston University,2009-10-05,2010
11,North Dakota,2009-10-05,2010
12,Boston College,2009-10-05,2010
13,Ohio State,2009-10-05,2010
14,Providence,2009-10-05,2010
15,Minnesota State,2009-10-05,2010
1,Mercyhurst,2009-10-13,2010
2,Minnesota,2009-10-13,2010
3,New Hampshire,2009-10-13,2010
4,Clarkson,2009-10-13,2010
5,Minnesota Duluth,2009-10-13,2010
6,Wisconsin,2009-10-13,2010
7,Dartmouth,2009-10-13,2010
8,St. Lawrence,2009-10-13,2010
9,Harvard,2009-10-13,2010
10,Boston University,2009-10-13,2010
11,Providence,2009-10-13,2010
12,North Dakota,2009-10-13,2010
13,Princeton,2009-10-13,2010
14,Boston College,2009-10-13,2010
1,Mercyhurst,2009-10-19,2010
2,Minnesota,2009-10-19,2010
3,New Hampshire,2009-10-19,2010
4,Clarkson,2009-10-19,2010
5,Wisconsin,2009-10-19,2010
6,Minnesota Duluth,2009-10-19,2010
6,St. Lawrence,2009-10-19,2010
8,Dartmouth,2009-10-19,2010
9,Boston University,2009-10-19,2010
10,Harvard,2009-10-19,2010
11,Princeton,2009-10-19,2010
12,Minnesota State,2009-10-19,2010
13,Providence,2009-10-19,2010
14,Rensselaer,2009-10-19,2010
1,Mercyhurst,2009-10-26,2010
2,Minnesota,2009-10-26,2010
3,Clarkson,2009-10-26,2010
4,New Hampshire,2009-10-26,2010
5,Minnesota Duluth,2009-10-26,2010
6,Dartmouth,2009-10-26,2010
7,St. Lawrence,2009-10-26,2010
8,Wisconsin,2009-10-26,2010
9,Harvard,2009-10-26,2010
10,Boston University,2009-10-26,2010
11,Minnesota State,2009-10-26,2010
12,Princeton,2009-10-26,2010
13,Northeastern,2009-10-26,2010
14,Connecticut,2009-10-26,2010
15,Niagara,2009-10-26,2010
15,Ohio State,2009-10-26,2010
15,Syracuse,2009-10-26,2010
15,Vermont,2009-10-26,2010
1,Mercyhurst,2009-11-02,2010
2,Clarkson,2009-11-02,2010
3,Minnesota,2009-11-02,2010
4,New Hampshire,2009-11-02,2010
5,Minnesota Duluth,2009-11-02,2010
6,Wisconsin,2009-11-02,2010
7,St. Lawrence,2009-11-02,2010
8,Boston University,2009-11-02,2010
9,Northeastern,2009-11-02,2010
10,Cornell,2009-11-02,2010
11,Harvard,2009-11-02,2010
12,Ohio State,2009-11-02,2010
13,Dartmouth,2009-11-02,2010
14,Princeton,2009-11-02,2010
15,Niagara,2009-11-02,2010
1,Mercyhurst,2009-11-09,2010
2,Clarkson,2009-11-09,2010
3,Minnesota,2009-11-09,2010
4,New Hampshire,2009-11-09,2010
5,Minnesota Duluth,2009-11-09,2010
6,Wisconsin,2009-11-09,2010
7,Cornell,2009-11-09,2010
8,Boston University,2009-11-09,2010
9,Northeastern,2009-11-09,2010
10,Princeton,2009-11-09,2010
11,Harvard,2009-11-09,2010
12,Dartmouth,2009-11-09,2010
13,Ohio State,2009-11-09,2010
13,St. Lawrence,2009-11-09,2010
15,Robert Morris,2009-11-09,2010
1,Mercyhurst,2009-11-16,2010
2,Minnesota,2009-11-16,2010
3,Clarkson,2009-11-16,2010
4,New Hampshire,2009-11-16,2010
5,Minnesota Duluth,2009-11-16,2010
6,Wisconsin,2009-11-16,2010
7,Cornell,2009-11-16,2010
8,Boston University,2009-11-16,2010
9,Northeastern,2009-11-16,2010
10,Princeton,2009-11-16,2010
11,St. Lawrence,2009-11-16,2010
12,Harvard,2009-11-16,2010
13,Dartmouth,2009-11-16,2010
14,Ohio State,2009-11-16,2010
1,Mercyhurst,2009-11-23,2010
2,Minnesota,2009-11-23,2010
3,Clarkson,2009-11-23,2010
4,New Hampshire,2009-11-23,2010
5,Minnesota Duluth,2009-11-23,2010
6,Cornell,2009-11-23,2010
7,Wisconsin,2009-11-23,2010
8,Northeastern,2009-11-23,2010
9,Boston University,2009-11-23,2010
10,Harvard,2009-11-23,2010
11,Princeton,2009-11-23,2010
12,Dartmouth,2009-11-23,2010
12,Niagara,2009-11-23,2010
14,Syracuse,2009-11-23,2010
1,Mercyhurst,2009-11-30,2010
2,Minnesota,2009-11-30,2010
3,New Hampshire,2009-11-30,2010
4,Clarkson,2009-11-30,2010
5,Minnesota Duluth,2009-11-30,2010
6,Cornell,2009-11-30,2010
7,Wisconsin,2009-11-30,2010
8,Northeastern,2009-11-30,2010
9,Harvard,2009-11-30,2010
10,Boston University,2009-11-30,2010
11,Princeton,2009-11-30,2010
12,Niagara,2009-11-30,2010
13,Syracuse,2009-11-30,2010
1,Mercyhurst,2009-12-07,2010
2,Minnesota,2009-12-07,2010
3,Clarkson,2009-12-07,2010
4,New Hampshire,2009-12-07,2010
5,Minnesota Duluth,2009-12-07,2010
6,Harvard,2009-12-07,2010
7,Wisconsin,2009-12-07,2010
8,Cornell,2009-12-07,2010
9,Northeastern,2009-12-07,2010
10,Boston University,2009-12-07,2010
10,St. Lawrence,2009-12-07,2010
12,Connecticut,2009-12-07,2010
12,Niagara,2009-12-07,2010
14,Princeton,2009-12-07,2010
15,Providence,2009-12-07,2010
1,Mercyhurst,2009-12-14,2010
2,Minnesota,2009-12-14,2010
3,Clarkson,2009-12-14,2010
4,New Hampshire,2009-12-14,2010
5,Harvard,2009-12-14,2010
6,Wisconsin,2009-12-14,2010
7,Minnesota Duluth,2009-12-14,2010
8,Cornell,2009-12-14,2010
9,Northeastern,2009-12-14,2010
10,Boston University,2009-12-14,2010
11,Syracuse,2009-12-14,2010
12,Niagara,2009-12-14,2010
12,St. Lawrence,2009-12-14,2010
14,Boston College,2009-12-14,2010
14,Connecticut,2009-12-14,2010
14,Providence,2009-12-14,2010
1,Mercyhurst,2010-01-04,2010
2,Minnesota,2010-01-04,2010
3,Clarkson,2010-01-04,2010
4,New Hampshire,2010-01-04,2010
5,Harvard,2010-01-04,2010
6,Wisconsin,2010-01-04,2010
7,Minnesota Duluth,2010-01-04,2010
8,Cornell,2010-01-04,2010
9,Northeastern,2010-01-04,2010
10,Boston University,2010-01-04,2010
10,Ohio State,2010-01-04,2010
12,Niagara,2010-01-04,2010
13,Connecticut,2010-01-04,2010
14,Providence,2010-01-04,2010
14,Syracuse,2010-01-04,2010
1,Mercyhurst,2010-01-11,2010
2,Minnesota,2010-01-11,2010
3,New Hampshire,2010-01-11,2010
4,Clarkson,2010-01-11,2010
5,Wisconsin,2010-01-11,2010
6,Harvard,2010-01-11,2010
7,Minnesota Duluth,2010-01-11,2010
8,Northeastern,2010-01-11,2010
9,Connecticut,2010-01-11,2010
10,Syracuse,2010-01-11,2010
11,Cornell,2010-01-11,2010
12,Boston University,2010-01-11,2010
13,St. Lawrence,2010-01-11,2010
14,Providence,2010-01-11,2010
15,Ohio State,2010-01-11,2010
1,Mercyhurst,2010-01-18,2010
2,Minnesota,2010-01-18,2010
3,Clarkson,2010-01-18,2010
4,New Hampshire,2010-01-18,2010
5,Minnesota Duluth,2010-01-18,2010
6,Harvard,2010-01-18,2010
7,Wisconsin,2010-01-18,2010
8,Northeastern,2010-01-18,2010
9,Connecticut,2010-01-18,2010
10,Providence,2010-01-18,2010
11,Ohio State,2010-01-18,2010
12,Cornell,2010-01-18,2010
12,Quinnipiac,2010-01-18,2010
12,St. Lawrence,2010-01-18,2010
1,Mercyhurst,2010-01-25,2010
2,Minnesota,2010-01-25,2010
3,Clarkson,2010-01-25,2010
4,New Hampshire,2010-01-25,2010
5,Minnesota Duluth,2010-01-25,2010
6,Northeastern,2010-01-25,2010
7,Harvard,2010-01-25,2010
8,Connecticut,2010-01-25,2010
9,Providence,2010-01-25,2010
10,Wisconsin,2010-01-25,2010
11,Cornell,2010-01-25,2010
12,Quinnipiac,2010-01-25,2010
1,Minnesota,2010-02-01,2010
2,Mercyhurst,2010-02-01,2010
3,Clarkson,2010-02-01,2010
4,New Hampshire,2010-02-01,2010
5,Minnesota Duluth,2010-02-01,2010
6,Harvard,2010-02-01,2010
7,Northeastern,2010-02-01,2010
8,Connecticut,2010-02-01,2010
9,Wisconsin,2010-02-01,2010
10,Providence,2010-02-01,2010
11,Cornell,2010-02-01,2010
12,Syracuse,2010-02-01,2010
13,Ohio State,2010-02-01,2010
14,Niagara,2010-02-01,2010
14,Quinnipiac,2010-02-01,2010
1,Mercyhurst,2010-02-08,2010
2,Minnesota,2010-02-08,2010
2,Minnesota Duluth,2010-02-08,2010
4,Clarkson,2010-02-08,2010
5,Harvard,2010-02-08,2010
6,New Hampshire,2010-02-08,2010
7,Connecticut,2010-02-08,2010
8,Providence,2010-02-08,2010
9,Northeastern,2010-02-08,2010
10,Wisconsin,2010-02-08,2010
11,Cornell,2010-02-08,2010
12,Quinnipiac,2010-02-08,2010
12,St. Lawrence,2010-02-08,2010
1,Mercyhurst,2010-02-15,2010
2,Minnesota,2010-02-15,2010
3,Minnesota Duluth,2010-02-15,2010
4,New Hampshire,2010-02-15,2010
5,Harvard,2010-02-15,2010
6,Clarkson,2010-02-15,2010
7,Connecticut,2010-02-15,2010
8,Wisconsin,2010-02-15,2010
9,Northeastern,2010-02-15,2010
10,Cornell,2010-02-15,2010
11,Providence,2010-02-15,2010
12,Quinnipiac,2010-02-15,2010
13,Ohio State,2010-02-15,2010
1,Mercyhurst,2010-02-22,2010
2,Minnesota Duluth,2010-02-22,2010
3,Minnesota,2010-02-22,2010
4,Harvard,2010-02-22,2010
5,New Hampshire,2010-02-22,2010
6,Clarkson,2010-02-22,2010
7,Connecticut,2010-02-22,2010
8,Northeastern,2010-02-22,2010
9,Cornell,2010-02-22,2010
10,Wisconsin,2010-02-22,2010
11,Quinnipiac,2010-02-22,2010
12,Providence,2010-02-22,2010
13,Boston University,2010-02-22,2010
1,Mercyhurst,2010-03-01,2010
2,Minnesota Duluth,2010-03-01,2010
3,Minnesota,2010-03-01,2010
4,Harvard,2010-03-01,2010
5,New Hampshire,2010-03-01,2010
6,Clarkson,2010-03-01,2010
7,Connecticut,2010-03-01,2010
8,Cornell,2010-03-01,2010
9,Northeastern,2010-03-01,2010
10,Quinnipiac,2010-03-01,2010
11,Providence,2010-03-01,2010
12,Ohio State,2010-03-01,2010
13,Boston University,2010-03-01,2010
14,Wisconsin,2010-03-01,2010
1,Mercyhurst,2010-03-08,2010
2,Minnesota Duluth,2010-03-08,2010
3,Minnesota,2010-03-08,2010
4,Harvard,2010-03-08,2010
5,Clarkson,2010-03-08,2010
6,Cornell,2010-03-08,2010
7,New Hampshire,2010-03-08,2010
8,Boston University,2010-03-08,2010
9,Connecticut,2010-03-08,2010
10,Northeastern,2010-03-08,2010
11,Ohio State,2010-03-08,2010
11,Quinnipiac,2010-03-08,2010
13,Providence,2010-03-08,2010
1,Minnesota Duluth,2010-09-27,2011
2,Cornell,2010-09-27,2011
3,Mercyhurst,2010-09-27,2011
4,Minnesota,2010-09-27,2011
5,Wisconsin,2010-09-27,2011
6,Boston University,2010-09-27,2011
7,Clarkson,2010-09-27,2011
8,Harvard,2010-09-27,2011
9,Boston College,2010-09-27,2011
10,New Hampshire,2010-09-27,2011
10,Providence,2010-09-27,2011
12,Ohio State,2010-09-27,2011
13,North Dakota,2010-09-27,2011
14,St. Lawrence,2010-09-27,2011
15,Quinnipiac,2010-09-27,2011
1,Minnesota Duluth,2010-10-04,2011
2,Cornell,2010-10-04,2011
3,Mercyhurst,2010-10-04,2011
4,Minnesota,2010-10-04,2011
5,Wisconsin,2010-10-04,2011
6,Boston University,2010-10-04,2011
7,Harvard,2010-10-04,2011
8,New Hampshire,2010-10-04,2011
9,Boston College,2010-10-04,2011
10,North Dakota,2010-10-04,2011
11,Clarkson,2010-10-04,2011
12,Ohio State,2010-10-04,2011
13,Quinnipiac,2010-10-04,2011
14,St. Lawrence,2010-10-04,2011
15,Providence,2010-10-04,2011
1,Mercyhurst,2010-10-11,2011
2,Cornell,2010-10-11,2011
3,Minnesota,2010-10-11,2011
3,Wisconsin,2010-10-11,2011
5,Minnesota Duluth,2010-10-11,2011
6,Boston University,2010-10-11,2011
7,Boston College,2010-10-11,2011
8,North Dakota,2010-10-11,2011
9,Harvard,2010-10-11,2011
10,Ohio State,2010-10-11,2011
10,Providence,2010-10-11,2011
12,Quinnipiac,2010-10-11,2011
1,Wisconsin,2010-10-18,2011
2,Cornell,2010-10-18,2011
3,Mercyhurst,2010-10-18,2011
4,Minnesota Duluth,2010-10-18,2011
5,Boston University,2010-10-18,2011
6,North Dakota,2010-10-18,2011
7,Boston College,2010-10-18,2011
8,Minnesota,2010-10-18,2011
9,Harvard,2010-10-18,2011
10,Ohio State,2010-10-18,2011
11,Providence,2010-10-18,2011
12,Quinnipiac,2010-10-18,2011
1,Wisconsin,2010-10-25,2011
2,Cornell,2010-10-25,2011
3,Minnesota Duluth,2010-10-25,2011
4,Mercyhurst,2010-10-25,2011
5,Boston University,2010-10-25,2011
6,Boston College,2010-10-25,2011
6,Minnesota,2010-10-25,2011
8,North Dakota,2010-10-25,2011
9,Harvard,2010-10-25,2011
10,Ohio State,2010-10-25,2011
11,Providence,2010-10-25,2011
12,Quinnipiac,2010-10-25,2011
13,New Hampshire,2010-10-25,2011
14,Syracuse,2010-10-25,2011
1,Wisconsin,2010-11-01,2011
2,Cornell,2010-11-01,2011
3,Minnesota Duluth,2010-11-01,2011
4,Mercyhurst,2010-11-01,2011
5,Boston University,2010-11-01,2011
6,Boston College,2010-11-01,2011
7,North Dakota,2010-11-01,2011
8,Minnesota,2010-11-01,2011
9,Ohio State,2010-11-01,2011
10,Harvard,2010-11-01,2011
11,Providence,2010-11-01,2011
12,New Hampshire,2010-11-01,2011
1,Wisconsin,2010-11-08,2011
2,Cornell,2010-11-08,2011
3,Minnesota Duluth,2010-11-08,2011
4,Mercyhurst,2010-11-08,2011
5,Boston University,2010-11-08,2011
6,Boston College,2010-11-08,2011
7,Minnesota,2010-11-08,2011
8,North Dakota,2010-11-08,2011
9,Ohio State,2010-11-08,2011
10,Harvard,2010-11-08,2011
10,Providence,2010-11-08,2011
12,New Hampshire,2010-11-08,2011
1,Wisconsin,2010-11-15,2011
2,Cornell,2010-11-15,2011
3,Minnesota Duluth,2010-11-15,2011
4,Mercyhurst,2010-11-15,2011
5,Boston University,2010-11-15,2011
6,Minnesota,2010-11-15,2011
7,Boston College,2010-11-15,2011
8,North Dakota,2010-11-15,2011
9,Dartmouth,2010-11-15,2011
10,Providence,2010-11-15,2011
11,Ohio State,2010-11-15,2011
12,Bemidji State,2010-11-15,2011
13,Quinnipiac,2010-11-15,2011
14,Northeastern,2010-11-15,2011
15,Harvard,2010-11-15,2011
1,Wisconsin,2010-11-22,2011
2,Cornell,2010-11-22,2011
3,Mercyhurst,2010-11-22,2011
4,Minnesota Duluth,2010-11-22,2011
5,Boston University,2010-11-22,2011
6,Boston College,2010-11-22,2011
7,Minnesota,2010-11-22,2011
8,North Dakota,2010-11-22,2011
9,Harvard,2010-11-22,2011
10,Ohio State,2010-11-22,2011
11,Dartmouth,2010-11-22,2011
12,Providence,2010-11-22,2011
13,Bemidji State,2010-11-22,2011
14,Northeastern,2010-11-22,2011
1,Cornell,2010-11-29,2011
2,Wisconsin,2010-11-29,2011
3,Mercyhurst,2010-11-29,2011
3,Minnesota Duluth,2010-11-29,2011
5,Boston University,2010-11-29,2011
6,Boston College,2010-11-29,2011
7,Minnesota,2010-11-29,2011
8,North Dakota,2010-11-29,2011
9,Ohio State,2010-11-29,2011
10,Northeastern,2010-11-29,2011
10,Providence,2010-11-29,2011
12,Dartmouth,2010-11-29,2011
13,Harvard,2010-11-29,2011
14,Bemidji State,2010-11-29,2011
14,Quinnipiac,2010-11-29,2011
1,Cornell,2010-12-06,2011
2,Wisconsin,2010-12-06,2011
3,Mercyhurst,2010-12-06,2011
4,Minnesota Duluth,2010-12-06,2011
5,Boston University,2010-12-06,2011
6,Boston College,2010-12-06,2011
7,Minnesota,2010-12-06,2011
8,Providence,2010-12-06,2011
9,North Dakota,2010-12-06,2011
10,Ohio State,2010-12-06,2011
11,Northeastern,2010-12-06,2011
12,Bemidji State,2010-12-06,2011
13,Quinnipiac,2010-12-06,2011
1,Cornell,2010-12-13,2011
2,Wisconsin,2010-12-13,2011
3,Boston University,2010-12-13,2011
4,Mercyhurst,2010-12-13,2011
5,Minnesota Duluth,2010-12-13,2011
6,Boston College,2010-12-13,2011
7,Minnesota,2010-12-13,2011
8,North Dakota,2010-12-13,2011
8,Providence,2010-12-13,2011
10,Northeastern,2010-12-13,2011
11,Bemidji State,2010-12-13,2011
12,Ohio State,2010-12-13,2011
12,Quinnipiac,2010-12-13,2011
14,Harvard,2010-12-13,2011
1,Wisconsin,2011-01-03,2011
2,Cornell,2011-01-03,2011
3,Boston University,2011-01-03,2011
4,Minnesota Duluth,2011-01-03,2011
5,Mercyhurst,2011-01-03,2011
6,Boston College,2011-01-03,2011
7,Minnesota,2011-01-03,2011
8,North Dakota,2011-01-03,2011
9,Providence,2011-01-03,2011
10,Ohio State,2011-01-03,2011
11,Northeastern,2011-01-03,2011
12,Quinnipiac,2011-01-03,2011
13,Dartmouth,2011-01-03,2011
14,Bemidji State,2011-01-03,2011
1,Wisconsin,2011-01-10,2011
2,Cornell,2011-01-10,2011
3,Boston University,2011-01-10,2011
4,Minnesota Duluth,2011-01-10,2011
5,Mercyhurst,2011-01-10,2011
6,Boston College,2011-01-10,2011
7,Minnesota,2011-01-10,2011
8,North Dakota,2011-01-10,2011
9,Providence,2011-01-10,2011
10,Northeastern,2011-01-10,2011
11,Quinnipiac,2011-01-10,2011
12,Bemidji State,2011-01-10,2011
13,Ohio State,2011-01-10,2011
13,Princeton,2011-01-10,2011
1,Wisconsin,2011-01-17,2011
2,Cornell,2011-01-17,2011
3,Boston University,2011-01-17,2011
4,Mercyhurst,2011-01-17,2011
5,Minnesota,2011-01-17,2011
6,Minnesota Duluth,2011-01-17,2011
7,Boston College,2011-01-17,2011
8,North Dakota,2011-01-17,2011
9,Providence,2011-01-17,2011
10,Quinnipiac,2011-01-17,2011
11,Northeastern,2011-01-17,2011
12,Ohio State,2011-01-17,2011
13,Princeton,2011-01-17,2011
1,Wisconsin,2011-01-24,2011
2,Cornell,2011-01-24,2011
3,Boston University,2011-01-24,2011
4,Minnesota,2011-01-24,2011
5,Mercyhurst,2011-01-24,2011
6,Minnesota Duluth,2011-01-24,2011
7,North Dakota,2011-01-24,2011
8,Boston College,2011-01-24,2011
9,Providence,2011-01-24,2011
10,Quinnipiac,2011-01-24,2011
11,Bemidji State,2011-01-24,2011
12,Harvard,2011-01-24,2011
12,Northeastern,2011-01-24,2011
12,Princeton,2011-01-24,2011
1,Wisconsin,2011-01-31,2011
2,Cornell,2011-01-31,2011
3,Boston University,2011-01-31,2011
4,Minnesota,2011-01-31,2011
5,Mercyhurst,2011-01-31,2011
6,Minnesota Duluth,2011-01-31,2011
7,Boston College,2011-01-31,2011
8,North Dakota,2011-01-31,2011
9,Providence,2011-01-31,2011
10,Harvard,2011-01-31,2011
11,Quinnipiac,2011-01-31,2011
12,Bemidji State,2011-01-31,2011
13,Northeastern,2011-01-31,2011
14,Dartmouth,2011-01-31,2011
15,Ohio State,2011-01-31,2011
1,Wisconsin,2011-02-07,2011
2,Cornell,2011-02-07,2011
3,Boston University,2011-02-07,2011
4,Minnesota,2011-02-07,2011
5,Mercyhurst,2011-02-07,2011
6,Minnesota Duluth,2011-02-07,2011
7,Boston College,2011-02-07,2011
8,North Dakota,2011-02-07,2011
9,Providence,2011-02-07,2011
10,Harvard,2011-02-07,2011
11,Quinnipiac,2011-02-07,2011
12,Dartmouth,2011-02-07,2011
13,Bemidji State,2011-02-07,2011
1,Wisconsin,2011-02-14,2011
2,Cornell,2011-02-14,2011
3,Minnesota,2011-02-14,2011
4,Boston University,2011-02-14,2011
5,Mercyhurst,2011-02-14,2011
6,Minnesota Duluth,2011-02-14,2011
7,Boston College,2011-02-14,2011
8,North Dakota,2011-02-14,2011
9,Providence,2011-02-14,2011
10,Dartmouth,2011-02-14,2011
11,Harvard,2011-02-14,2011
12,Quinnipiac,2011-02-14,2011
1,Wisconsin,2011-02-21,2011
2,Cornell,2011-02-21,2011
3,Mercyhurst,2011-02-21,2011
3,Minnesota,2011-02-21,2011
5,Boston University,2011-02-21,2011
6,Minnesota Duluth,2011-02-21,2011
7,Boston College,2011-02-21,2011
8,North Dakota,2011-02-21,2011
9,Dartmouth,2011-02-21,2011
10,Providence,2011-02-21,2011
11,Harvard,2011-02-21,2011
1,Wisconsin,2011-02-28,2011
2,Cornell,2011-02-28,2011
3,Minnesota,2011-02-28,2011
4,Mercyhurst,2011-02-28,2011
5,Boston University,2011-02-28,2011
6,Minnesota Duluth,2011-02-28,2011
7,Boston College,2011-02-28,2011
8,North Dakota,2011-02-28,2011
9,Dartmouth,2011-02-28,2011
10,Providence,2011-02-28,2011
11,Harvard,2011-02-28,2011
1,Wisconsin,2011-03-07,2011
2,Cornell,2011-03-07,2011
3,Minnesota,2011-03-07,2011
4,Mercyhurst,2011-03-07,2011
5,Boston College,2011-03-07,2011
5,Boston University,2011-03-07,2011
7,Minnesota Duluth,2011-03-07,2011
8,Dartmouth,2011-03-07,2011
9,North Dakota,2011-03-07,2011
10,Providence,2011-03-07,2011
11,Northeastern,2011-03-07,2011
1,Wisconsin,2011-03-21,2011
2,Boston University,2011-03-21,2011
3,Boston College,2011-03-21,2011
4,Cornell,2011-03-21,2011
5,Minnesota Duluth,2011-03-21,2011
6,Minnesota,2011-03-21,2011
7,Mercyhurst,2011-03-21,2011
8,Dartmouth,2011-03-21,2011
9,North Dakota,2011-03-21,2011
10,Providence,2011-03-21,2011
11,Harvard,2011-03-21,2011
11,Northeastern,2011-03-21,2011
1,Wisconsin,2011-09-19,2012
2,Boston University,2011-09-19,2012
3,Cornell,2011-09-19,2012
4,Minnesota,2011-09-19,2012
5,Boston College,2011-09-19,2012
6,Minnesota Duluth,2011-09-19,2012
7,North Dakota,2011-09-19,2012
8,Mercyhurst,2011-09-19,2012
9,Quinnipiac,2011-09-19,2012
10,Dartmouth,2011-09-19,2012
10,Providence,2011-09-19,2012
12,Northeastern,2011-09-19,2012
13,Harvard,2011-09-19,2012
14,Ohio State,2011-09-19,2012
1,Wisconsin,2011-10-03,2012
2,Cornell,2011-10-03,2012
3,Minnesota,2011-10-03,2012
4,Boston University,2011-10-03,2012
5,Boston College,2011-10-03,2012
6,North Dakota,2011-10-03,2012
7,Minnesota Duluth,2011-10-03,2012
8,Mercyhurst,2011-10-03,2012
9,Quinnipiac,2011-10-03,2012
10,Dartmouth,2011-10-03,2012
11,Northeastern,2011-10-03,2012
12,Harvard,2011-10-03,2012
13,Bemidji State,2011-10-03,2012
14,Providence,2011-10-03,2012
1,Wisconsin,2011-10-10,2012
2,Cornell,2011-10-10,2012
3,Minnesota,2011-10-10,2012
4,Boston University,2011-10-10,2012
5,Boston College,2011-10-10,2012
6,Minnesota Duluth,2011-10-10,2012
7,North Dakota,2011-10-10,2012
8,Northeastern,2011-10-10,2012
9,Dartmouth,2011-10-10,2012
10,Mercyhurst,2011-10-10,2012
11,Maine,2011-10-10,2012
11,Ohio State,2011-10-10,2012
13,Rensselaer,2011-10-10,2012
13,St. Lawrence,2011-10-10,2012
15,Bemidji State,2011-10-10,2012
15,Harvard,2011-10-10,2012
15,New Hampshire,2011-10-10,2012
1,Wisconsin,2011-10-17,2012
2,Minnesota,2011-10-17,2012
3,Cornell,2011-10-17,2012
4,Boston University,2011-10-17,2012
5,Boston College,2011-10-17,2012
6,Minnesota Duluth,2011-10-17,2012
7,North Dakota,2011-10-17,2012
8,Northeastern,2011-10-17,2012
9,Mercyhurst,2011-10-17,2012
10,Dartmouth,2011-10-17,2012
11,Ohio State,2011-10-17,2012
12,Bemidji State,2011-10-17,2012
13,St. Lawrence,2011-10-17,2012
1,Wisconsin,2011-10-24,2012
2,Minnesota,2011-10-24,2012
3,Cornell,2011-10-24,2012
4,Boston College,2011-10-24,2012
5,Boston University,2011-10-24,2012
6,North Dakota,2011-10-24,2012
7,Minnesota Duluth,2011-10-24,2012
8,Mercyhurst,2011-10-24,2012
9,Northeastern,2011-10-24,2012
10,Dartmouth,2011-10-24,2012
11,Bemidji State,2011-10-24,2012
12,Clarkson,2011-10-24,2012
13,St. Lawrence,2011-10-24,2012
14,Ohio State,2011-10-24,2012
1,Wisconsin,2011-10-31,2012
2,Cornell,2011-10-31,2012
3,Minnesota,2011-10-31,2012
4,Minnesota Duluth,2011-10-31,2012
5,Boston University,2011-10-31,2012
6,Boston College,2011-10-31,2012
7,North Dakota,2011-10-31,2012
8,Mercyhurst,2011-10-31,2012
9,Northeastern,2011-10-31,2012
10,Bemidji State,2011-10-31,2012
10,Harvard,2011-10-31,2012
12,Dartmouth,2011-10-31,2012
13,Ohio State,2011-10-31,2012
14,Clarkson,2011-10-31,2012
1,Wisconsin,2011-11-07,2012
2,Cornell,2011-11-07,2012
3,Minnesota,2011-11-07,2012
4,Boston College,2011-11-07,2012
5,Boston University,2011-11-07,2012
6,Minnesota Duluth,2011-11-07,2012
7,North Dakota,2011-11-07,2012
8,Northeastern,2011-11-07,2012
9,Mercyhurst,2011-11-07,2012
10,Harvard,2011-11-07,2012
11,Bemidji State,2011-11-07,2012
1,Wisconsin,2011-11-14,2012
2,Minnesota,2011-11-14,2012
3,Cornell,2011-11-14,2012
4,Boston College,2011-11-14,2012
5,Boston University,2011-11-14,2012
6,Minnesota Duluth,2011-11-14,2012
7,North Dakota,2011-11-14,2012
8,Northeastern,2011-11-14,2012
9,Mercyhurst,2011-11-14,2012
10,Harvard,2011-11-14,2012
11,Dartmouth,2011-11-14,2012
12,Bemidji State,2011-11-14,2012
1,Wisconsin,2011-11-21,2012
2,Minnesota,2011-11-21,2012
3,Cornell,2011-11-21,2012
4,Boston College,2011-11-21,2012
5,Boston University,2011-11-21,2012
6,North Dakota,2011-11-21,2012
7,Mercyhurst,2011-11-21,2012
8,Minnesota Duluth,2011-11-21,2012
9,Harvard,2011-11-21,2012
10,Northeastern,2011-11-21,2012
11,Bemidji State,2011-11-21,2012
1,Wisconsin,2011-11-28,2012
2,Minnesota,2011-11-28,2012
3,Cornell,2011-11-28,2012
4,Boston College,2011-11-28,2012
5,North Dakota,2011-11-28,2012
6,Mercyhurst,2011-11-28,2012
7,Boston University,2011-11-28,2012
8,Bemidji State,2011-11-28,2012
9,Minnesota Duluth,2011-11-28,2012
10,Northeastern,2011-11-28,2012
11,Harvard,2011-11-28,2012
